V1	V(n002)	I(D1)
Step Information: Temp=0  (Step: 1/6)
4.370000000000000e+00	7.675840e-01	1.801208e-02
4.380000000000000e+00	7.677247e-01	1.806138e-02
4.390000000000000e+00	7.678651e-01	1.811067e-02
4.400000000000000e+00	7.680053e-01	1.815997e-02
4.410000000000000e+00	7.681450e-01	1.820927e-02
4.420000000000000e+00	7.682846e-01	1.825858e-02
4.430000000000000e+00	7.684237e-01	1.830788e-02
4.440000000000000e+00	7.685627e-01	1.835719e-02
4.450000000000000e+00	7.687013e-01	1.840649e-02
4.460000000000000e+00	7.688397e-01	1.845580e-02
4.470000000000000e+00	7.689777e-01	1.850511e-02
4.480000000000000e+00	7.691154e-01	1.855442e-02
4.490000000000000e+00	7.692529e-01	1.860373e-02
4.500000000000000e+00	7.693901e-01	1.865305e-02
4.510000000000000e+00	7.695270e-01	1.870237e-02
4.520000000000000e+00	7.696636e-01	1.875168e-02
4.530000000000000e+00	7.697999e-01	1.880100e-02
4.540000000000000e+00	7.699360e-01	1.885032e-02
4.550000000000000e+00	7.700717e-01	1.889964e-02
4.560000000000000e+00	7.702072e-01	1.894896e-02
4.570000000000000e+00	7.703425e-01	1.899829e-02
4.580000000000000e+00	7.704774e-01	1.904761e-02
4.590000000000000e+00	7.706121e-01	1.909694e-02
4.600000000000001e+00	7.707465e-01	1.914627e-02
4.610000000000000e+00	7.708806e-01	1.919560e-02
4.620000000000000e+00	7.710145e-01	1.924493e-02
4.630000000000000e+00	7.711481e-01	1.929426e-02
4.640000000000000e+00	7.712814e-01	1.934359e-02
4.650000000000000e+00	7.714145e-01	1.939293e-02
4.660000000000000e+00	7.715473e-01	1.944226e-02
4.670000000000000e+00	7.716798e-01	1.949160e-02
4.680000000000000e+00	7.718121e-01	1.954094e-02
4.690000000000000e+00	7.719441e-01	1.959028e-02
4.700000000000000e+00	7.720759e-01	1.963962e-02
4.710000000000000e+00	7.722074e-01	1.968896e-02
4.720000000000000e+00	7.723386e-01	1.973831e-02
4.730000000000000e+00	7.724696e-01	1.978765e-02
4.740000000000000e+00	7.726004e-01	1.983700e-02
4.750000000000000e+00	7.727309e-01	1.988635e-02
4.760000000000000e+00	7.728611e-01	1.993569e-02
4.770000000000000e+00	7.729911e-01	1.998504e-02
4.780000000000000e+00	7.731208e-01	2.003440e-02
4.790000000000000e+00	7.732503e-01	2.008375e-02
4.800000000000000e+00	7.733796e-01	2.013310e-02
4.810000000000000e+00	7.735086e-01	2.018246e-02
4.820000000000000e+00	7.736374e-01	2.023181e-02
4.830000000000000e+00	7.737659e-01	2.028117e-02
4.840000000000000e+00	7.738941e-01	2.033053e-02
4.850000000000001e+00	7.740222e-01	2.037989e-02
4.860000000000000e+00	7.741500e-01	2.042925e-02
4.870000000000000e+00	7.742776e-01	2.047861e-02
4.880000000000000e+00	7.744049e-01	2.052798e-02
4.890000000000000e+00	7.745320e-01	2.057734e-02
4.900000000000000e+00	7.746588e-01	2.062671e-02
4.910000000000000e+00	7.747855e-01	2.067607e-02
4.920000000000000e+00	7.749118e-01	2.072544e-02
4.930000000000000e+00	7.750380e-01	2.077481e-02
4.940000000000000e+00	7.751639e-01	2.082418e-02
4.950000000000000e+00	7.752896e-01	2.087355e-02
4.960000000000000e+00	7.754151e-01	2.092293e-02
4.970000000000000e+00	7.755404e-01	2.097230e-02
4.980000000000000e+00	7.756653e-01	2.102167e-02
4.990000000000000e+00	7.757902e-01	2.107105e-02
5.000000000000000e+00	7.759147e-01	2.112043e-02
Step Information: Temp=20  (Step: 2/6)
0.000000000000000e+00	0.000000e+00	0.000000e+00
1.000000000000000e-02	9.999932e-03	3.418453e-10
2.000000000000000e-02	1.999985e-02	7.703466e-10
3.000000000000000e-02	2.999974e-02	1.307471e-09
4.000000000000000e-02	3.999960e-02	1.980754e-09
5.000000000000000e-02	4.999943e-02	2.824710e-09
6.000000000000000e-02	5.999922e-02	3.882603e-09
7.000000000000001e-02	6.999896e-02	5.208662e-09
8.000000000000000e-02	7.999863e-02	6.870860e-09
9.000000000000000e-02	8.999821e-02	8.954399e-09
1.000000000000000e-01	9.999768e-02	1.156607e-08
