time	V(N003,N002)
5.644445900408161e-02	3.596037e+00
5.654215987819737e-02	3.595330e+00
5.664577659988007e-02	3.594569e+00
5.676489518442936e-02	3.593689e+00
5.692607446111838e-02	3.592495e+00
5.715483426620199e-02	3.590798e+00
5.739897489120199e-02	3.588987e+00
5.764311551620199e-02	3.587177e+00
5.788725614120199e-02	3.585368e+00
5.813139676620199e-02	3.583560e+00
5.837553739120199e-02	3.581753e+00
5.861967801620199e-02	3.579946e+00
5.886381864120199e-02	3.578141e+00
5.910795926620199e-02	3.576337e+00
5.935209989120199e-02	3.574533e+00
5.959624051620199e-02	3.572731e+00
5.984038114120199e-02	3.570929e+00
6.008452176620199e-02	3.569128e+00
6.032866239120199e-02	3.567328e+00
6.057280301620199e-02	3.565529e+00
6.081694364120199e-02	3.563731e+00
6.106108426620199e-02	3.561934e+00
6.130522489120199e-02	3.560138e+00
6.154936551620199e-02	3.558342e+00
6.179350614120199e-02	3.556548e+00
6.203764676620199e-02	3.554754e+00
6.228178739120199e-02	3.552962e+00
6.252592801620199e-02	3.551170e+00
6.277006864120199e-02	3.549379e+00
6.301420926620199e-02	3.547591e+00
6.325834989120199e-02	3.545813e+00
6.350249051620199e-02	3.544102e+00
6.374663114120199e-02	3.542701e+00
6.399077176620199e-02	3.542258e+00
6.420718905744408e-02	3.543821e+00
6.442155936204363e-02	3.548545e+00
6.463915542770238e-02	3.557024e+00
6.486789022724768e-02	3.568704e+00
6.507719541104058e-02	3.579655e+00
6.532133603604058e-02	3.590275e+00
6.551314837854458e-02	3.595861e+00
6.570103472300330e-02	3.598644e+00
6.588946821442627e-02	3.599439e+00
6.612629168959289e-02	3.598873e+00
6.634243437164897e-02	3.597654e+00
6.655923315947877e-02	3.596141e+00
6.680337378447877e-02	3.594351e+00
6.704751440947877e-02	3.592543e+00
6.729165503447877e-02	3.590731e+00
6.753579565947877e-02	3.588921e+00
6.777993628447877e-02	3.587111e+00
6.802407690947877e-02	3.585302e+00
6.826821753447877e-02	3.583494e+00
6.851235815947877e-02	3.581687e+00
6.875649878447877e-02	3.579880e+00
6.900063940947877e-02	3.578075e+00
6.924478003447877e-02	3.576271e+00
6.948892065947877e-02	3.574467e+00
6.973306128447877e-02	3.572664e+00
6.997720190947877e-02	3.570863e+00
7.022134253447877e-02	3.569062e+00
7.046548315947877e-02	3.567262e+00
7.070962378447877e-02	3.565463e+00
7.095376440947877e-02	3.563665e+00
7.119790503447877e-02	3.561868e+00
7.144204565947877e-02	3.560072e+00
7.168618628447877e-02	3.558276e+00
7.193032690947877e-02	3.556482e+00
7.217446753447877e-02	3.554689e+00
7.241860815947877e-02	3.552896e+00
7.266274878447877e-02	3.551104e+00
7.290688940947877e-02	3.549314e+00
7.315103003447877e-02	3.547529e+00
7.339517065947877e-02	3.545761e+00
7.356137278780940e-02	3.544602e+00
7.371418174808311e-02	3.543645e+00
7.386384110303550e-02	3.542950e+00
7.400149007349850e-02	3.542797e+00
7.416099046269069e-02	3.543790e+00
7.436447576607270e-02	3.547689e+00
7.460861639107270e-02	3.556371e+00
7.483685107980079e-02	3.567572e+00
7.504321184732925e-02	3.578424e+00
7.528735247232925e-02	3.589427e+00
7.548720159765906e-02	3.595690e+00
7.566372473951771e-02	3.598660e+00
7.585850175221481e-02	3.599780e+00
7.606187204857778e-02	3.599593e+00
7.616162472910928e-02	3.599149e+00
7.625594237040811e-02	3.598571e+00
7.635281434775568e-02	3.597919e+00
7.645916494875540e-02	3.597167e+00
7.655720355137703e-02	3.596455e+00
7.666224596992412e-02	3.595683e+00
7.677732884437716e-02	3.594832e+00
7.691128811949749e-02	3.593838e+00
7.707265765933712e-02	3.592641e+00
7.729666325987750e-02	3.590979e+00
7.754080388487750e-02	3.589168e+00
7.778494450987750e-02	3.587358e+00
7.802908513487750e-02	3.585549e+00
7.827322575987750e-02	3.583741e+00
7.851736638487750e-02	3.581933e+00
7.876150700987750e-02	3.580127e+00
7.900564763487750e-02	3.578322e+00
7.924978825987750e-02	3.576517e+00
7.949392888487750e-02	3.574713e+00
7.973806950987750e-02	3.572911e+00
7.998221013487750e-02	3.571109e+00
8.022635075987750e-02	3.569308e+00
8.047049138487750e-02	3.567508e+00
8.071463200987750e-02	3.565709e+00
8.095877263487750e-02	3.563911e+00
8.120291325987750e-02	3.562113e+00
8.144705388487750e-02	3.560317e+00
8.169119450987750e-02	3.558522e+00
8.193533513487750e-02	3.556727e+00
8.217947575987750e-02	3.554933e+00
8.242361638487750e-02	3.553141e+00
8.266775700987750e-02	3.551349e+00
8.291189763487750e-02	3.549558e+00
8.315603825987750e-02	3.547773e+00
8.340017888487750e-02	3.546020e+00
8.364431950987750e-02	3.544433e+00
8.388846013487750e-02	3.543495e+00
8.413260075987750e-02	3.544361e+00
8.437674138487750e-02	3.548675e+00
8.462088200987750e-02	3.557274e+00
8.482343977332886e-02	3.567222e+00
8.504221578764466e-02	3.578724e+00
8.528635641264466e-02	3.589706e+00
8.548680170366850e-02	3.595975e+00
8.566308503982588e-02	3.598935e+00
8.585786685371699e-02	3.600005e+00
8.610200747871699e-02	3.599588e+00
8.634614810371699e-02	3.598258e+00
8.658412705134418e-02	3.596604e+00
8.682826767634418e-02	3.594812e+00
8.707240830134418e-02	3.593002e+00
8.731654892634418e-02	3.591190e+00
8.756068955134418e-02	3.589380e+00
8.780483017634418e-02	3.587569e+00
8.804897080134418e-02	3.585760e+00
8.829311142634418e-02	3.583952e+00
8.853725205134418e-02	3.582144e+00
8.878139267634418e-02	3.580338e+00
8.902553330134418e-02	3.578533e+00
8.926967392634418e-02	3.576728e+00
8.951381455134418e-02	3.574924e+00
8.975795517634418e-02	3.573121e+00
9.024623642634418e-02	3.569518e+00
9.049037705134418e-02	3.567718e+00
9.073451767634418e-02	3.565919e+00
9.097865830134418e-02	3.564121e+00
9.122279892634418e-02	3.562323e+00
9.146693955134418e-02	3.560527e+00
9.171108017634418e-02	3.558731e+00
9.195522080134418e-02	3.556937e+00
9.219936142634418e-02	3.555143e+00
9.244350205134418e-02	3.553350e+00
9.268764267634418e-02	3.551558e+00
9.293178330134418e-02	3.549768e+00
9.317592392634418e-02	3.547983e+00
9.342006455134418e-02	3.546221e+00
9.358632957291491e-02	3.545067e+00
9.372397162555025e-02	3.544216e+00
9.386833271581545e-02	3.543561e+00
9.400579458800587e-02	3.543423e+00
9.416503664666931e-02	3.544445e+00
9.437090810076176e-02	3.548442e+00
9.461504872576176e-02	3.557169e+00
9.484148149976442e-02	3.568279e+00
9.504892416634818e-02	3.579124e+00
9.529306479134818e-02	3.590009e+00
9.549145459535151e-02	3.596127e+00
9.566799766578168e-02	3.599029e+00
9.586238523625548e-02	3.600098e+00
9.606720454589970e-02	3.599866e+00
9.618365699424188e-02	3.599326e+00
9.627846004937528e-02	3.598734e+00
9.637518229906707e-02	3.598073e+00
9.647932289611413e-02	3.597331e+00
9.657856931164335e-02	3.596608e+00
9.668943085361049e-02	3.595791e+00
9.682267359111441e-02	3.594804e+00
9.700803078569348e-02	3.593429e+00
9.725217141069348e-02	3.591618e+00
9.749631203569348e-02	3.589807e+00
9.774045266069348e-02	3.587996e+00
9.798459328569348e-02	3.586187e+00
9.822873391069348e-02	3.584378e+00
9.847287453569348e-02	3.582571e+00
9.871701516069348e-02	3.580764e+00
9.896115578569348e-02	3.578958e+00
9.920529641069348e-02	3.577153e+00
9.944943703569348e-02	3.575349e+00
9.969357766069348e-02	3.573546e+00
9.993771828569348e-02	3.571744e+00
1.001818589106935e-01	3.569943e+00
1.004259995356935e-01	3.568143e+00
1.006701401606935e-01	3.566343e+00
1.009142807856935e-01	3.564545e+00
1.011584214106935e-01	3.562747e+00
1.014025620356935e-01	3.560951e+00
1.016467026606935e-01	3.559155e+00
1.018908432856935e-01	3.557360e+00
1.021349839106935e-01	3.555566e+00
1.023791245356935e-01	3.553773e+00
1.026232651606935e-01	3.551981e+00
1.028674057856935e-01	3.550190e+00
1.031115464106935e-01	3.548403e+00
1.033556870356935e-01	3.546638e+00
1.035998276606935e-01	3.544999e+00
1.038439682856935e-01	3.543878e+00
1.040881089106935e-01	3.544290e+00
1.043322495356935e-01	3.547847e+00
1.045763901606935e-01	3.555605e+00
1.047783269369176e-01	3.565084e+00
1.049968072409464e-01	3.576605e+00
1.052409478659464e-01	3.588061e+00
1.054551610180371e-01	3.595336e+00
1.056306896442599e-01	3.598697e+00
1.058286015865740e-01	3.600092e+00
1.060573311206428e-01	3.599915e+00
1.063014717456428e-01	3.598683e+00
1.065456123706428e-01	3.597022e+00
1.067877917943722e-01	3.595252e+00
1.070319324193722e-01	3.593444e+00
1.072760730443722e-01	3.591632e+00
1.075202136693722e-01	3.589821e+00
1.077643542943722e-01	3.588011e+00
1.080084949193722e-01	3.586201e+00
1.082526355443722e-01	3.584393e+00
1.084967761693722e-01	3.582585e+00
1.087409167943722e-01	3.580778e+00
1.089850574193722e-01	3.578973e+00
1.092291980443722e-01	3.577168e+00
1.094733386693722e-01	3.575364e+00
1.097174792943722e-01	3.573560e+00
