time	V(N003,N002)
1.329858376472728e-01	2.833426e+00
1.332299782722728e-01	3.041265e+00
1.334741188972728e-01	3.225284e+00
1.337182595222728e-01	3.384240e+00
1.339624001472728e-01	3.517077e+00
1.342065407722728e-01	3.622925e+00
1.344506813972728e-01	3.701095e+00
1.346948220222728e-01	3.751080e+00
1.349389626472728e-01	3.772560e+00
1.351831032722728e-01	3.765397e+00
1.354272438972728e-01	3.729636e+00
1.356713845222728e-01	3.665507e+00
1.359155251472728e-01	3.573425e+00
1.361596657722728e-01	3.453986e+00
1.364038063972728e-01	3.307969e+00
1.366479470222728e-01	3.136340e+00
1.368920876472728e-01	2.940246e+00
1.371362282722728e-01	2.721027e+00
1.373803688972728e-01	2.480226e+00
1.376245095222728e-01	2.219607e+00
1.378686501472728e-01	1.941205e+00
1.381127907722728e-01	1.647413e+00
1.383569313972728e-01	1.341183e+00
1.386010720222728e-01	1.026506e+00
1.388452126472728e-01	7.101848e-01
1.390893532722728e-01	4.078366e-01
1.393334938972728e-01	1.574038e-01
1.395314327817939e-01	4.145429e-02
1.397503972570757e-01	3.063843e-03
1.398807090344052e-01	1.141876e-04
1.400031560260348e-01	7.602922e-05
1.402472966510348e-01	5.496114e-03
1.404914372760348e-01	5.371001e-02
1.406994214676832e-01	1.826089e-01
1.408987847766273e-01	3.909876e-01
1.411429254016273e-01	6.950427e-01
1.413870660266273e-01	1.011119e+00
1.416312066516273e-01	1.325864e+00
1.418753472766273e-01	1.632600e+00
1.421194879016273e-01	1.927188e+00
1.423636285266273e-01	2.206446e+00
1.426077691516273e-01	2.467993e+00
1.428519097766273e-01	2.709806e+00
1.430960504016273e-01	2.930113e+00
1.433401910266273e-01	3.127365e+00
1.435843316516273e-01	3.300212e+00
1.438284722766273e-01	3.447498e+00
1.440726129016273e-01	3.568248e+00
1.443167535266273e-01	3.661675e+00
1.445608941516273e-01	3.727173e+00
1.448050347766273e-01	3.764319e+00
1.450491754016273e-01	3.772875e+00
1.452933160266273e-01	3.752785e+00
1.455374566516273e-01	3.704178e+00
1.457815972766273e-01	3.627368e+00
1.460257379016273e-01	3.522851e+00
1.462698785266273e-01	3.391307e+00
1.465140191516273e-01	3.233597e+00
1.467581597766273e-01	3.050770e+00
1.470023004016273e-01	2.844059e+00
